微博发布时间,微博中文内容,情感倾向
01月28日 12:45,总结的挺好：新型冠状病毒的潜伏期是10-15天，1.10春运开始，长居武汉的人开始陆续返乡，1.20后随着疫情正式公布，这部分离开武汉的人之中，被感染者已陆续发作确诊。除武汉本地之外，外地的实时数据应该说是相对准确的。但是1.10-1.21这11天中，武汉的人仍然在陆续离开武汉，而这部分人中如果有病毒感?展开全文c,0
01月28日 17:11,按我的猜测，流行性肺炎，暂无特效药，等药和疫苗，做好防护，最好闭关修炼，老年人高危?,0
02月03日 19:00,今日收获学会做动态热力图。明天能把新冠确诊动态图做出来就好了，希望早日研制出特效药吧。。???2锡林郭勒盟·正镶白旗?,1
02月03日 16:23,防疫疫情，提高免疫力没有特效药只能靠自身的免疫系统?,0
02月03日 16:09,有关于美国所谓的“特效药”?,0
02月10日 17:32,啊//@速冻西芒:唉公司装修了这地儿也没了//@我叫抑扬顿挫:一切顺利,0
02月04日 18:29,高飞，今天立春了，可是全国的疫情还在，刚刚出了好消息，李院士研制出来抑制病毒的特效药了，你要保佑我们尽快的战胜这个病毒，早日回到以前的生活,1
02月04日 22:22,要研究出特效药疫情才可以结束？刚刚冷不丁突然想到?,-1
02月17日 20:05,我练个瑜伽回来告诉我，开了个物流公司，自己送货，起初有5000块钱，剩四千了，因为走错路后逆行，扣钱了，过路费扣钱了，等我洗个脸回来告诉我，四千扣没了，车报废了。。这都什么游戏，什么玩家?,-1
02月12日 23:35,//@-珞-://@Joyrmb任珉璧:在没特效药前，千万不能摘掉口罩！//@墨夷六明://@珑若潆_原号已炸求回粉://@蝴蝶小苗://@煌豹小队长://@小明夜://@苏药卿://@炸号九://@scarborough-事业顺利:沈阳这边我也听到类似说法了（内部消息）,0
02月13日 23:58,#治疗性新冠特免血浆制品投入临床#这个绝对是特效药了，比瑞德西韦更可以确定有效就是只能治这一个病，也不知道是不是全靠采血分离的，要是人工复制那个蛋白就好了。太外行了莫见笑?,0
01月10日 21:36,我免费围观了@肺癌专科医生王昆的回答，问题价值29.00元，快来一起免费围观~O微博问答?,0
01月27日 22:30,【症状篇】二、如果出现发热、乏力、干咳等临床表现，是否意味着自己被新型冠状病毒感染了？O网页链接?,0
01月27日 22:30,尊敬的旅客：如您出现发热、乏力、干咳等症状，为了您和其他旅客的安全，请您及时到腾冲机场医务室进行健康检测。同时，非常时期建议大家出行佩戴口罩，避免前往人流较多的地方。最后，腾冲机场祝您旅途愉快，过一个平安、祥和的新年。腾冲机场医务室电话：0875-5191355腾冲市?展开全文c,0
02月02日 00:11,经理做了个痔疮手术，同事们约着一起去医院探望。男男女女七八个人来到病房，都对着经理呵呵地傻笑，谁也不好意思开口问他的病情。只听司机老张干咳了两声，很认真地问经理：“听说‘底盘’出了点故障，现在好些了吗？”?,0
01月24日 14:01,【健康幸福过大年】发热、乏力、干咳，就意味着感染了“新型冠状病毒”吗？O【健康幸福过大年】发热、乏力、干咳，就意味着感染了“新型冠状病毒”吗？?,0
02月02日 06:46,尊敬的旅客：如您出现发热、乏力、干咳等症状，为了您和其他旅客的安全，请您及时到腾冲机场医务室进行健康检测。同时，非常时期建议大家出行佩戴口罩，避免前往人流较多的地方。最后，腾冲机场祝您旅途愉快，过一个平安、祥和的新年。腾冲机场医务室电话：0875-5191355腾冲市?展开全文c,0
02月05日 18:38,去年那个推荐贷款的在他微信名上写SARS一直干咳急促一直不停3O秒就不用出去了?,0
01月05日 11:07,#宋茜回应恶评#宋茜回应的不仅仅是恶评，如果仅仅是针对她，我想她会忍着不发声。但是从事情发生到现在，有多少人在恶意揣测逝者的死因，带着“我以为”“我听谁谁谁说”这些不负责任的字眼，造谣生事。对逝者，能做的只有缅怀，请停止你的猜想，停止你的吃瓜心理，请尊重逝者。阴谋论少一些，你的脑洞?展开全文c,-1
02月05日 16:24,世卫组织总干事讲话时干咳v芯/Q：11不27要65汉34字42#essay##dissertation#悲催了，新买的搓澡巾又找不到了?,-1
01月07日 14:02,"[北京]意大利甲级联赛01/0703:451月7日03:45意甲那不勒斯VS国际米兰那不勒斯和国米都是意甲2档球队,因此合理的让步指数是那不勒斯让0.25球,主胜位置在2.2左右,现在主流机构给予的是那不勒斯让0球,主胜位置在2.50~2.60之间,这是为什么?答案很简单,那就是主流机构真实看好那不勒斯能够赢球。?展开全文c",0
01月12日 21:36,刚看的一条新闻，感觉不输于好莱坞悬疑大片了——QuadrigaCX是加拿大最大的加密货币公司，主要从事比特币交易。年仅30岁的吉罗德?威廉?考顿，是公司创始人兼首席执行官。2018年12月9日，吉罗德与妻子在到印度度蜜月，不幸因病猝死，他的公司亦宣告破产。该公司拥有约11.5万名客户，涉及1.37亿美?展开全文c,0
01月17日 08:44,阴谋论太明显了?,-1
01月22日 01:27,#新型冠状病毒肺炎纳入法定传染病#这是庚子年必大乱嘛？传染源推断为野味，可网上一些阴谋论已联想到军运会后的基因武器了。祝愿一线医护人员平安！2河池·环江毛南族自治县?,0
01月22日 21:03,tw………老娘要阴谋论了?,-1
01月22日 18:51,??我被我妈科普的所谓阴谋论,-1
02月16日 14:37,回京这几天，吃了睡，睡了吃，最远的距离就是上厕所。实在无聊，就跑厨房捣鼓捣鼓憋出几道菜……当家的不在，实在是清净。跟他视频完，吓唬我说他感觉嗓子不舒服、干咳，尼玛……?,-1
02月16日 11:50,#母婴#久咳不愈、阵发性刺激干咳、以夜间咳嗽为主、吃药也不见好？困扰了无数宝妈的“过敏性咳嗽”又来了？注意，别将过敏性咳嗽误以为是感冒性咳嗽了！根治过敏咳，只有这一招！#儿童健康护理#?,0
01月24日 14:38,说点感想。有太太归结的好，晴人就像只猫，刚开始警惕心和防备心很重，再加上他能看见人心的设定，他把自己隔离了起来，沉浸在自己的世界但你一旦走进他的心里，他就会对你撒娇，熟络后你可以尽情地撸他，太可爱了（泪）他有点呆，语速自带0.5倍速，可以随时随地什么姿势都可以睡着（让我好羡慕），?展开全文c,1
02月16日 01:42,干咳不一定是新型肺炎，但有这些情况，可能性比较大O干咳不一定是新型肺炎，但有这些情况，可能性比较大?,0
01月25日 20:55,//@耽://@o意\://@倒地不起的白://@EABuster://@克莱喵与伦纳兔://@从此沉迷男色无法自拔://@非常丧的兔子小姐://@·任飘喵·://@真·佛系的红枣馄饨://@X阿豆君X://@Colin林卿:这个说的好。//@estrella岭2://@行尸走肥肉:别再阴谋论了，病毒总爆发在我们身上不是因为被外国针对，而是因为我,0
01月25日 16:50,都喊不要外出聚会的时候，一些长辈在群里转载喝酒能杀菌，吃蒜杀毒，抽烟杀死病毒等沙雕言论和文章，我他妈看的真的是气死，微信里面那些小文章小视频能不能少点，全靠一张嘴在那里胡编，甚至扯上了阴谋论，肺炎病毒是其他国家扔给中国的。。。。。我真的是气到无语，营销号这会还出来捣乱，良心炸了吗,-1
01月26日 18:28,爸妈这一辈的人真的很喜欢说美国各种阴谋论啥的哎，无语。?,-1
02月05日 13:01,#日常生活之我妈篇我在构思如何写论文的时候干咳了几声我妈:你赶紧量体温去我:量完体温37℃我妈:你要再高0.3℃你就自己去地下室睡跟我们隔离开我:?,-1
02月05日 11:58,桔子树海盐郑重承诺1.所有人员要求上下班务必全程佩戴口罩（并及时更换）；2.上岗前必须洗手消毒，方可进入工作区域，且每四小时需再次清洗消毒，厂区内需严格清洁消毒并定时上传消毒视频及照片；3.每日对员工进行体温监测并记录，如有发热、干咳等症状，立刻安排隔离及时就医并追踪情况，确保每一?展开全文c,0
01月28日 19:01,如果真的是阴谋论，那美国也太反人类了，从汉武帝时期就有生物战争了……真是低估了人类的恶O网页链接?,-1
02月18日 10:57,#甬城复工纪实#【宁波复工员工发热措施企业要按流程执行】宁波的企业先后即将复工，复工后万一有员工出现发热、干咳、乏力等异常情况，该怎么办？针对这个问题，我市已经未雨绸缪想好了对策。市疫情防控工作领导小组办公室印发通知，明确了企业复工后疫情发现和应急处置的预案。（宁波发布）?,0
01月29日 21:52,我妈前两天有个阴谋论说武汉刚开完军运会不久那么多外国人都跑去武汉现在突然又爆发疫情会不会是美国人在黑我们我妈想的可真多哦?,-1
01月29日 22:55,网上有人说新型冠状病毒的阴谋论，其实在这之前我也怀疑，发生的时间（春运）、地点（九省通衢）、以及世界大环境背景。有疑问是正常的，闲在家里也是个消遣。网上又有人大赞美国第一个为病毒遇难者默哀。其实我想说，这种事发生在中国有些国家起码不会难过，相反还会窃喜，比任何毛衣战成本低收效快。?,0
01月30日 22:58,//@fred2020yo:这要是传到外网去，那群美国人的阴谋论要更加了不得了。（高三老师痛心疾首：题目都给你押对了你就给我考这么点分？！该同学好友在旁边：他已经做得够好了，你能你上啊！老师：......）//@铠叔://@Coconut缪可:大预言家,-1
02月02日 23:45,777777777爆怎N能狙tr我好喜g她的啵啵@N秀的a出啥都能赍X好彡\L吧管尼?,0
02月03日 20:58,//@美妆女孩李建刚:不要再有阴谋论了吧挺伤人的//@然后下面就没了://@辣条娘:seeuagain//@全国美帅代表:5555谢谢你们//@这是一个很高冷的ID:加油//@颜文字君:(???o??)?加油！//@冰室骑士:右边的图也很温馨//@MASJAE:图片评论评论配图,1
02月04日 21:16,//@乔凯文:意味着你可以阴阳怪气的跳脚了？1月3日官方就发布通告了，还上热搜了，但是你关注了吗？我不知道你拿发言人说的1月3日这个日期说事是什么意思，搞阴谋论？查看图片,-1
02月06日 23:56,bbc报道了这个新闻底下一片骂声真的受不了有些所谓大v。（虽然阴谋论的人会说现在也只是做个样子平复舆论。,-1
02月13日 22:43,一条小团团迷迷糊糊听到刚开播的某人前后不一的阴谋论不太灵光的脑子里就冒出一句话这个凑不要脸的女人?,-1
01月10日 10:14,过年送礼选什么红酒有诚意？认准DOCG是关键，上档次有面子又好喝平时大家都很忙，难得有时间与亲朋好友相聚，而春节正是忙里偷闲走亲访友的好时间。如今红酒已经是聚会时不可或缺的饮品了，过年送红酒可以说实用又有面子。送亲朋好友的红酒当然要选品质好的了，那么什么样的才是好酒呢？内行人告诉你?展开全文c,0
